,umpire,favor_by_ump_sum,num_games,team,temp_team
5893,Dexter Kelley,0.02,1,ALL TEAMS,ATL
5894,James Jean,0.02,2,ALL TEAMS,DET
5895,Austin Jones,0.02,1,ALL TEAMS,LAD
5896,Willie Traynor,0.02,2,ALL TEAMS,DET
5897,Jerry Meals,0.03,12,ALL TEAMS,LAD
5898,Ryan Wills,0.03,7,ALL TEAMS,CIN
5899,Mike Everitt,0.03,9,ALL TEAMS,PHI
5900,Jonathan Parra,0.03,3,ALL TEAMS,TB
5901,Brock Ballou,0.03,3,ALL TEAMS,LAD
5902,David Arrieta,0.03,4,ALL TEAMS,MIA
5903,Scott Barry,0.04,11,ALL TEAMS,WSH
5904,Tony Randazzo,0.04,12,ALL TEAMS,MIN
5905,Sam Holbrook,0.04,9,ALL TEAMS,DET
5906,Kerwin Danley,0.04,10,ALL TEAMS,MIA
5907,Kerwin Danley,0.04,14,ALL TEAMS,WSH
5908,Mike DiMuro,0.04,3,ALL TEAMS,AZ
5909,John Hirschbeck,0.04,4,ALL TEAMS,MIA
5910,Marcus Pattillo,0.04,1,ALL TEAMS,BAL
5911,David Arrieta,0.05,1,ALL TEAMS,CIN
5912,Nic Lentz,0.05,15,ALL TEAMS,CIN
5913,Lance Barksdale,0.05,16,ALL TEAMS,BOS
5914,Emil Jimenez,0.05,4,ALL TEAMS,PHI
5915,Pat Hoberg,0.05,18,ALL TEAMS,MIA
5916,Nick Mahrley,0.05,12,ALL TEAMS,KC
5917,Randy Rosenberg,0.06,2,ALL TEAMS,PHI
5918,Brennan Miller,0.06,9,ALL TEAMS,KC
5919,Edwin Moscoso,0.06,6,ALL TEAMS,MIN
5920,Kerwin Danley,0.06,10,ALL TEAMS,COL
5921,Laz Diaz,0.06,21,ALL TEAMS,BAL
5922,Adam Beck,0.06,10,ALL TEAMS,BAL
5923,Paul Clemons,0.06,9,ALL TEAMS,ATL
5924,Shane Livensparger,0.06,10,ALL TEAMS,PHI
5925,Brian Knight,0.06,15,ALL TEAMS,TOR
5926,Jacob Metz,0.07,1,ALL TEAMS,CIN
5927,Lance Barrett,0.07,16,ALL TEAMS,STL
5928,Jonathan Parra,0.07,2,ALL TEAMS,BAL
5929,Austin Jones,0.07,2,ALL TEAMS,PHI
5930,Nate Tomlinson,0.07,8,ALL TEAMS,CWS
5931,Clint Vondrak,0.07,7,ALL TEAMS,PHI
5932,Mark Wegner,0.07,25,ALL TEAMS,COL
5933,Gerry Davis,0.07,10,ALL TEAMS,SEA
5934,Austin Jones,0.07,1,ALL TEAMS,BOS
5935,Sean Barber,0.07,13,ALL TEAMS,COL
5936,Shane Livensparger,0.07,12,ALL TEAMS,MIA
5937,Jeremie Rehak,0.08,11,ALL TEAMS,SD
5938,Adrian Johnson,0.08,22,ALL TEAMS,MIL
5939,John Libka,0.08,12,ALL TEAMS,AZ
5940,Clint Vondrak,0.08,10,ALL TEAMS,KC
5941,Brian Knight,0.08,14,ALL TEAMS,PHI
5942,Marty Foster,0.08,7,ALL TEAMS,DET
5943,Paul Nauert,0.08,12,ALL TEAMS,PHI
5944,Ramon De Jesus,0.08,13,ALL TEAMS,SEA
5945,Emil Jimenez,0.08,5,ALL TEAMS,ATL
5946,Edwin Jimenez,0.08,2,ALL TEAMS,AZ
5947,Malachi Moore,0.08,6,ALL TEAMS,STL
5948,Brennan Miller,0.08,10,ALL TEAMS,SD
5949,Rob Drake,0.08,16,ALL TEAMS,PHI
5950,Marcus Pattillo,0.09,1,ALL TEAMS,TOR
5951,James Jean,0.09,1,ALL TEAMS,PIT
5952,Paul Schrieber,0.09,3,ALL TEAMS,MIL
5953,Ed Hickox,0.09,14,ALL TEAMS,MIN
5954,Jonathan Parra,0.09,3,ALL TEAMS,SF
5955,David Arrieta,0.1,2,ALL TEAMS,SD
5956,Clint Vondrak,0.1,6,ALL TEAMS,MIN
5957,Tim Welke,0.1,1,ALL TEAMS,HOU
5958,Clint Fagan,0.1,7,ALL TEAMS,WSH
5959,Lew Williams,0.1,1,ALL TEAMS,ATH
5960,Bill Welke,0.1,11,ALL TEAMS,DET
5961,James Jean,0.1,3,ALL TEAMS,CWS
5962,Charlie Ramos,0.11,10,ALL TEAMS,TEX
5963,Angel Hernandez,0.11,12,ALL TEAMS,LAA
5964,John Libka,0.11,7,ALL TEAMS,CLE
5965,Clint Fagan,0.11,4,ALL TEAMS,NYM
5966,Lew Williams,0.11,1,ALL TEAMS,CIN
5967,Jacob Metz,0.11,2,ALL TEAMS,NYM
5968,Austin Jones,0.11,2,ALL TEAMS,AZ
5969,Marcus Pattillo,0.12,1,ALL TEAMS,LAA
5970,Brian Knight,0.12,11,ALL TEAMS,NYM
5971,Gary Cederstrom,0.12,10,ALL TEAMS,LAA
5972,Alfonso Marquez,0.12,23,ALL TEAMS,SEA
5973,Austin Jones,0.12,4,ALL TEAMS,ATL
5974,Dale Scott,0.12,1,ALL TEAMS,MIN
5975,Dana DeMuth,0.12,5,ALL TEAMS,LAA
5976,Paul Clemons,0.13,10,ALL TEAMS,CIN
5977,Brock Ballou,0.13,1,ALL TEAMS,NYM
5978,Sean Barber,0.13,14,ALL TEAMS,SF
5979,Adam Beck,0.13,12,ALL TEAMS,SF
5980,Dexter Kelley,0.13,1,ALL TEAMS,COL
5981,Jeremie Rehak,0.13,13,ALL TEAMS,CWS
5982,John Tumpane,0.13,18,ALL TEAMS,TB
5983,Chad Fairchild,0.13,15,ALL TEAMS,SF
5984,Brennan Miller,0.14,7,ALL TEAMS,LAA
5985,Brock Ballou,0.14,5,ALL TEAMS,MIA
5986,Jonathan Parra,0.14,1,ALL TEAMS,CIN
5987,Paul Schrieber,0.14,3,ALL TEAMS,AZ
5988,Laz Diaz,0.14,19,ALL TEAMS,DET
5989,Mike DiMuro,0.14,6,ALL TEAMS,MIA
5990,Cory Blaser,0.14,13,ALL TEAMS,NYM
5991,David Arrieta,0.14,4,ALL TEAMS,ATH
5992,Eric Cooper,0.14,10,ALL TEAMS,DET
5993,Jerry Layne,0.15,9,ALL TEAMS,PIT
5994,Mike DiMuro,0.15,3,ALL TEAMS,NYM
5995,Clint Vondrak,0.15,10,ALL TEAMS,BOS
5996,Hunter Wendelstedt,0.15,18,ALL TEAMS,SD
5997,Jeremy Riggs,0.15,6,ALL TEAMS,WSH
5998,Edwin Moscoso,0.15,15,ALL TEAMS,LAD
5999,Brian O'Nora,0.15,17,ALL TEAMS,CLE
6000,Chris Segal,0.16,18,ALL TEAMS,ATH
6001,Roberto Ortiz,0.16,17,ALL TEAMS,ATL
6002,Steven Jaschinski,0.16,1,ALL TEAMS,TOR
6003,Austin Jones,0.16,2,ALL TEAMS,BAL
6004,Chris Segal,0.17,17,ALL TEAMS,SD
6005,Brian Gorman,0.17,10,ALL TEAMS,TB
6006,Jim Reynolds,0.17,14,ALL TEAMS,TOR
6007,Mike Winters,0.17,5,ALL TEAMS,NYY
6008,Pat Hoberg,0.17,7,ALL TEAMS,MIL
6009,Mike DiMuro,0.17,1,ALL TEAMS,TEX
6010,Vic Carapazza,0.17,21,ALL TEAMS,TOR
6011,John Bacon,0.17,5,ALL TEAMS,PIT
6012,Chris Conroy,0.17,19,ALL TEAMS,CHC
6013,John Bacon,0.18,8,ALL TEAMS,NYY
6014,Jacob Metz,0.18,4,ALL TEAMS,SEA
6015,Nestor Ceja,0.18,10,ALL TEAMS,PHI
6016,Jeremie Rehak,0.18,19,ALL TEAMS,MIN
6017,Tom Hanahan,0.18,2,ALL TEAMS,CHC
6018,Lew Williams,0.18,1,ALL TEAMS,TEX
6019,Jerry Layne,0.18,4,ALL TEAMS,SF
6020,Erich Bacchus,0.18,15,ALL TEAMS,TOR
6021,Bob Davidson,0.18,4,ALL TEAMS,SD
6022,Angel Hernandez,0.18,20,ALL TEAMS,CWS
6023,Greg Gibson,0.18,11,ALL TEAMS,CHC
6024,Mike Winters,0.18,8,ALL TEAMS,TEX
6025,Rob Drake,0.18,17,ALL TEAMS,LAD
6026,Nic Lentz,0.18,22,ALL TEAMS,ATH
6027,Nate Tomlinson,0.19,8,ALL TEAMS,MIN
6028,Edwin Jimenez,0.19,4,ALL TEAMS,NYM
6029,D.J. Reyburn,0.19,20,ALL TEAMS,CLE
6030,Tripp Gibson,0.19,15,ALL TEAMS,PHI
6031,Cory Blaser,0.19,15,ALL TEAMS,CIN
6032,Edwin Jimenez,0.19,3,ALL TEAMS,CLE
6033,Ramon De Jesus,0.19,13,ALL TEAMS,ATH
6034,Brock Ballou,0.19,4,ALL TEAMS,CHC
6035,D.J. Reyburn,0.19,23,ALL TEAMS,SEA
6036,Laz Diaz,0.19,17,ALL TEAMS,LAA
6037,Alex Tosi,0.19,9,ALL TEAMS,SF
6038,Lance Barksdale,0.2,21,ALL TEAMS,NYM
6039,Alan Porter,0.2,21,ALL TEAMS,AZ
6040,Jim Joyce,0.2,3,ALL TEAMS,BOS
6041,Ryan Wills,0.2,11,ALL TEAMS,KC
6042,Adam Beck,0.2,8,ALL TEAMS,KC
6043,Kerwin Danley,0.2,10,ALL TEAMS,KC
6044,Bill Welke,0.2,13,ALL TEAMS,TB
6045,Jeremy Riggs,0.2,3,ALL TEAMS,ATH
6046,Kyle McCrady,0.2,1,ALL TEAMS,HOU
6047,Kyle McCrady,0.2,2,ALL TEAMS,LAA
6048,John Libka,0.2,13,ALL TEAMS,TOR
6049,Mike Muchlinski,0.21,21,ALL TEAMS,CIN
6050,David Arrieta,0.21,1,ALL TEAMS,STL
6051,Lance Barrett,0.21,20,ALL TEAMS,SD
6052,Gerry Davis,0.21,8,ALL TEAMS,MIN
6053,Lance Barrett,0.22,23,ALL TEAMS,ATH
6054,Sam Holbrook,0.22,15,ALL TEAMS,CWS
6055,Eric Cooper,0.22,7,ALL TEAMS,ATL
6056,Alex Tosi,0.22,8,ALL TEAMS,BOS
6057,Ryan Wills,0.22,8,ALL TEAMS,ATL
6058,Nick Mahrley,0.23,14,ALL TEAMS,CHC
6059,Paul Emmel,0.23,13,ALL TEAMS,TEX
6060,Paul Schrieber,0.23,2,ALL TEAMS,KC
6061,Edwin Moscoso,0.24,10,ALL TEAMS,PIT
6062,Brock Ballou,0.24,1,ALL TEAMS,NYY
6063,Chris Guccione,0.24,20,ALL TEAMS,MIN
6064,John Hirschbeck,0.24,3,ALL TEAMS,KC
6065,Dan Bellino,0.24,21,ALL TEAMS,LAA
6066,Brock Ballou,0.24,2,ALL TEAMS,CLE
6067,Clint Vondrak,0.24,5,ALL TEAMS,TOR
6068,Erich Bacchus,0.24,9,ALL TEAMS,DET
6069,Willie Traynor,0.24,1,ALL TEAMS,TEX
6070,Ramon De Jesus,0.24,16,ALL TEAMS,MIA
6071,Nic Lentz,0.24,29,ALL TEAMS,NYM
6072,Brock Ballou,0.24,2,ALL TEAMS,STL
6073,Tyler Jones,0.25,1,ALL TEAMS,COL
6074,Brian O'Nora,0.25,22,ALL TEAMS,AZ
6075,Brock Ballou,0.25,5,ALL TEAMS,COL
6076,Tom Woodring,0.25,1,ALL TEAMS,BOS
6077,Paul Nauert,0.25,18,ALL TEAMS,TB
6078,Sean Barber,0.25,16,ALL TEAMS,WSH
6079,Emil Jimenez,0.25,5,ALL TEAMS,MIL
6080,Derek Thomas,0.25,4,ALL TEAMS,CHC
6081,Bob Davidson,0.25,4,ALL TEAMS,CIN
6082,Brian Knight,0.26,14,ALL TEAMS,BAL
6083,Alex MacKay,0.26,5,ALL TEAMS,TOR
6084,Manny Gonzalez,0.26,16,ALL TEAMS,COL
6085,Brian Walsh,0.26,3,ALL TEAMS,PIT
6086,Erich Bacchus,0.26,11,ALL TEAMS,PIT
6087,Scott Barry,0.26,19,ALL TEAMS,BAL
6088,Bruce Dreckman,0.26,23,ALL TEAMS,MIL
6089,Roberto Ortiz,0.26,14,ALL TEAMS,TB
6090,Manny Gonzalez,0.26,23,ALL TEAMS,NYY
6091,Chad Whitson,0.26,15,ALL TEAMS,CLE
6092,Fieldin Culbreth,0.26,8,ALL TEAMS,PHI
6093,Mike Estabrook,0.26,22,ALL TEAMS,STL
6094,Vic Carapazza,0.26,17,ALL TEAMS,NYM
6095,Chad Fairchild,0.26,21,ALL TEAMS,MIN
6096,Jerry Layne,0.26,13,ALL TEAMS,ATL
6097,Adam Hamari,0.26,26,ALL TEAMS,MIN
6098,Randy Rosenberg,0.26,1,ALL TEAMS,BOS
6099,Jim Wolf,0.27,16,ALL TEAMS,TOR
6100,Dan Iassogna,0.27,19,ALL TEAMS,NYY
6101,Sean Barber,0.27,14,ALL TEAMS,STL
6102,Brian Walsh,0.27,6,ALL TEAMS,WSH
6103,John Bacon,0.27,4,ALL TEAMS,TB
6104,Joe West,0.27,7,ALL TEAMS,AZ
6105,Jim Reynolds,0.27,21,ALL TEAMS,LAD
6106,Quinn Wolcott,0.27,24,ALL TEAMS,SD
6107,Brian Knight,0.28,9,ALL TEAMS,CHC
6108,Adrian Johnson,0.28,12,ALL TEAMS,PIT
6109,Marty Foster,0.28,7,ALL TEAMS,HOU
6110,Rob Drake,0.28,28,ALL TEAMS,SF
6111,Brennan Miller,0.28,8,ALL TEAMS,CWS
6112,Jeremy Riggs,0.28,4,ALL TEAMS,COL
6113,Edwin Jimenez,0.28,2,ALL TEAMS,CIN
6114,Toby Basner,0.28,3,ALL TEAMS,TEX
6115,Paul Schrieber,0.28,1,ALL TEAMS,NYY
6116,Tom Hanahan,0.28,6,ALL TEAMS,MIL
6117,Clint Fagan,0.28,2,ALL TEAMS,ATL
6118,Jonathan Parra,0.28,1,ALL TEAMS,HOU
6119,Jacob Metz,0.28,1,ALL TEAMS,KC
6120,John Hirschbeck,0.29,4,ALL TEAMS,TB
6121,Brennan Miller,0.29,4,ALL TEAMS,AZ
6122,Clint Fagan,0.29,5,ALL TEAMS,TOR
6123,Edwin Moscoso,0.29,8,ALL TEAMS,KC
6124,Jeremy Riggs,0.29,9,ALL TEAMS,LAA
6125,Tripp Gibson,0.29,18,ALL TEAMS,TEX
6126,Jonathan Parra,0.29,2,ALL TEAMS,WSH
6127,Jerry Layne,0.29,15,ALL TEAMS,TB
6128,Nestor Ceja,0.29,12,ALL TEAMS,TOR
6129,Sean Barber,0.3,15,ALL TEAMS,TEX
6130,Paul Emmel,0.3,9,ALL TEAMS,SEA
6131,Charlie Ramos,0.3,10,ALL TEAMS,DET
6132,Willie Traynor,0.3,3,ALL TEAMS,KC
6133,Tom Hallion,0.31,10,ALL TEAMS,NYY
6134,Toby Basner,0.31,5,ALL TEAMS,CHC
6135,Greg Gibson,0.31,17,ALL TEAMS,AZ
6136,James Jean,0.31,1,ALL TEAMS,AZ
6137,Nick Mahrley,0.31,10,ALL TEAMS,LAD
6138,Tim Timmons,0.31,14,ALL TEAMS,BOS
6139,Ryan Additon,0.32,9,ALL TEAMS,DET
6140,Paul Schrieber,0.32,1,ALL TEAMS,LAD
6141,Larry Vanover,0.32,14,ALL TEAMS,CWS
6142,Adam Hamari,0.32,22,ALL TEAMS,SD
6143,Ramon De Jesus,0.32,12,ALL TEAMS,CIN
6144,Alex Tosi,0.33,9,ALL TEAMS,TOR
6145,Jacob Metz,0.33,6,ALL TEAMS,SF
6146,David Arrieta,0.33,1,ALL TEAMS,MIN
6147,Brian Walsh,0.33,8,ALL TEAMS,ATH
6148,Malachi Moore,0.33,6,ALL TEAMS,CIN
6149,Charlie Ramos,0.33,7,ALL TEAMS,STL
6150,Dale Scott,0.33,4,ALL TEAMS,TOR
6151,David Arrieta,0.33,1,ALL TEAMS,TOR
6152,Willie Traynor,0.33,1,ALL TEAMS,PIT
6153,Carlos Torres,0.33,22,ALL TEAMS,PHI
6154,Jose Navas,0.33,4,ALL TEAMS,MIL
6155,Tom Woodring,0.34,7,ALL TEAMS,SEA
6156,Erich Bacchus,0.34,13,ALL TEAMS,CHC
6157,Nestor Ceja,0.34,13,ALL TEAMS,TEX
6158,Hunter Wendelstedt,0.34,21,ALL TEAMS,PHI
6159,Ed Hickox,0.34,11,ALL TEAMS,BAL
6160,Chad Whitson,0.34,17,ALL TEAMS,STL
6161,Austin Jones,0.34,3,ALL TEAMS,MIN
6162,Bob Davidson,0.34,4,ALL TEAMS,MIA
6163,Paul Emmel,0.34,8,ALL TEAMS,AZ
6164,Marvin Hudson,0.34,16,ALL TEAMS,PHI
6165,Adam Hamari,0.34,14,ALL TEAMS,CHC
6166,Ed Hickox,0.34,9,ALL TEAMS,AZ
6167,Nate Tomlinson,0.35,6,ALL TEAMS,ATL
6168,Derek Thomas,0.35,5,ALL TEAMS,KC
6169,Alex Tosi,0.35,6,ALL TEAMS,CHC
6170,Dan Iassogna,0.35,18,ALL TEAMS,CLE
6171,Toby Basner,0.35,6,ALL TEAMS,MIN
6172,Tripp Gibson,0.35,19,ALL TEAMS,TOR
6173,Jerry Layne,0.35,11,ALL TEAMS,NYY
6174,Ed Hickox,0.35,10,ALL TEAMS,COL
6175,Pat Hoberg,0.35,19,ALL TEAMS,TOR
6176,Jose Navas,0.35,1,ALL TEAMS,STL
6177,Brian Knight,0.35,11,ALL TEAMS,TB
6178,Laz Diaz,0.36,20,ALL TEAMS,SD
6179,Jacob Metz,0.36,3,ALL TEAMS,ATH
6180,Mark Carlson,0.36,26,ALL TEAMS,KC
6181,Scott Barry,0.36,10,ALL TEAMS,ATL
6182,Eric Cooper,0.36,9,ALL TEAMS,SF
6183,Jim Joyce,0.36,1,ALL TEAMS,MIA
6184,John Hirschbeck,0.36,2,ALL TEAMS,SD
6185,Gabe Morales,0.36,17,ALL TEAMS,LAD
6186,Jim Reynolds,0.36,15,ALL TEAMS,SD
6187,Toby Basner,0.37,2,ALL TEAMS,NYM
6188,Jeff Kellogg,0.37,9,ALL TEAMS,MIN
6189,Mark Carlson,0.37,15,ALL TEAMS,PIT
6190,Gerry Davis,0.37,8,ALL TEAMS,PHI
6191,Dan Merzel,0.37,6,ALL TEAMS,MIA
6192,John Tumpane,0.38,13,ALL TEAMS,HOU
6193,Tim Welke,0.38,3,ALL TEAMS,WSH
6194,Nate Tomlinson,0.38,11,ALL TEAMS,MIA
6195,James Jean,0.38,4,ALL TEAMS,NYM
6196,Bill Welke,0.38,14,ALL TEAMS,CWS
6197,James Hoye,0.39,18,ALL TEAMS,STL
6198,Tony Randazzo,0.39,9,ALL TEAMS,CWS
6199,Dana DeMuth,0.39,5,ALL TEAMS,BOS
6200,Brock Ballou,0.39,8,ALL TEAMS,TB
6201,Jonathan Parra,0.39,2,ALL TEAMS,NYM
6202,James Jean,0.39,1,ALL TEAMS,NYY
6203,Brian Knight,0.39,18,ALL TEAMS,SD
6204,Dan Merzel,0.4,15,ALL TEAMS,CLE
6205,Fieldin Culbreth,0.4,7,ALL TEAMS,SEA
6206,Tim Welke,0.4,1,ALL TEAMS,PIT
6207,Doug Eddings,0.4,14,ALL TEAMS,NYY
6208,Alex MacKay,0.4,4,ALL TEAMS,CHC
6209,Dan Bellino,0.41,19,ALL TEAMS,MIN
6210,Austin Jones,0.41,2,ALL TEAMS,NYM
6211,Carlos Torres,0.41,10,ALL TEAMS,AZ
6212,Jose Navas,0.41,3,ALL TEAMS,LAD
6213,Dana DeMuth,0.41,5,ALL TEAMS,MIN
6214,Chris Conroy,0.41,17,ALL TEAMS,TEX
6215,Tom Hallion,0.41,8,ALL TEAMS,BAL
6216,Jim Joyce,0.41,2,ALL TEAMS,NYM
6217,Jerry Layne,0.41,9,ALL TEAMS,MIL
6218,Laz Diaz,0.42,18,ALL TEAMS,PIT
6219,Edwin Moscoso,0.42,9,ALL TEAMS,NYM
6220,Jeremy Riggs,0.42,7,ALL TEAMS,SF
6221,John Hirschbeck,0.42,1,ALL TEAMS,DET
6222,Brian Walsh,0.42,6,ALL TEAMS,CHC
6223,James Jean,0.43,3,ALL TEAMS,KC
6224,Jim Joyce,0.43,3,ALL TEAMS,TEX
6225,Dale Scott,0.43,1,ALL TEAMS,ATH
6226,Dale Scott,0.43,3,ALL TEAMS,KC
6227,James Jean,0.43,1,ALL TEAMS,ATL
6228,Shane Livensparger,0.43,12,ALL TEAMS,CHC
6229,Nate Tomlinson,0.43,5,ALL TEAMS,CLE
6230,Gabe Morales,0.43,24,ALL TEAMS,COL
6231,Marvin Hudson,0.43,21,ALL TEAMS,SD
6232,Gabe Morales,0.43,15,ALL TEAMS,MIA
6233,Steven Jaschinski,0.43,1,ALL TEAMS,CIN
6234,Jacob Metz,0.43,3,ALL TEAMS,PHI
6235,Junior Valentine,0.44,12,ALL TEAMS,STL
6236,Charlie Ramos,0.44,6,ALL TEAMS,BOS
6237,Jacob Metz,0.44,1,ALL TEAMS,ATL
6238,James Jean,0.44,4,ALL TEAMS,MIA
6239,Jeff Kellogg,0.44,8,ALL TEAMS,DET
6240,Jeff Nelson,0.44,14,ALL TEAMS,KC
6241,Mike Muchlinski,0.44,22,ALL TEAMS,PIT
6242,Jim Joyce,0.44,5,ALL TEAMS,COL
6243,Paul Clemons,0.44,8,ALL TEAMS,STL
6244,Jim Wolf,0.44,24,ALL TEAMS,MIL
6245,David Arrieta,0.44,1,ALL TEAMS,ATL
6246,Adrian Johnson,0.44,20,ALL TEAMS,WSH
6247,Clint Vondrak,0.45,6,ALL TEAMS,COL
6248,Jim Joyce,0.45,2,ALL TEAMS,AZ
6249,John Hirschbeck,0.45,1,ALL TEAMS,PIT
6250,Adam Beck,0.45,13,ALL TEAMS,MIN
6251,Carlos Torres,0.45,20,ALL TEAMS,DET
6252,Edwin Jimenez,0.46,5,ALL TEAMS,MIN
6253,Willie Traynor,0.46,1,ALL TEAMS,MIA
6254,Marty Foster,0.46,11,ALL TEAMS,LAD
6255,Phil Cuzzi,0.46,20,ALL TEAMS,TB
6256,Tom Woodring,0.46,2,ALL TEAMS,CHC
6257,Mike Everitt,0.46,6,ALL TEAMS,TB
6258,Malachi Moore,0.46,11,ALL TEAMS,LAD
6259,Jose Navas,0.46,7,ALL TEAMS,PIT
6260,Vic Carapazza,0.47,17,ALL TEAMS,SD
6261,Dana DeMuth,0.47,4,ALL TEAMS,DET
6262,David Arrieta,0.47,1,ALL TEAMS,PHI
6263,Brock Ballou,0.47,5,ALL TEAMS,MIN
6264,Shane Livensparger,0.47,2,ALL TEAMS,WSH
6265,Toby Basner,0.47,1,ALL TEAMS,SF
6266,Gabe Morales,0.48,17,ALL TEAMS,MIN
6267,Ryan Blakney,0.48,26,ALL TEAMS,SD
6268,Paul Nauert,0.48,10,ALL TEAMS,TOR
6269,Tom Hallion,0.48,13,ALL TEAMS,SD
6270,Greg Gibson,0.48,10,ALL TEAMS,BOS
6271,CB Bucknor,0.48,21,ALL TEAMS,NYY
6272,Bob Davidson,0.48,2,ALL TEAMS,ATH
6273,Charlie Ramos,0.48,12,ALL TEAMS,LAA
6274,James Jean,0.48,3,ALL TEAMS,SEA
6275,Jen Pawol,0.48,1,ALL TEAMS,WSH
6276,Jen Pawol,0.48,1,ALL TEAMS,ATH
6277,Willie Traynor,0.48,2,ALL TEAMS,MIN
6278,Jordan Baker,0.49,21,ALL TEAMS,CLE
6279,Mike DiMuro,0.49,4,ALL TEAMS,KC
6280,Gary Cederstrom,0.49,14,ALL TEAMS,KC
6281,Joe West,0.49,19,ALL TEAMS,PHI
6282,Mike Everitt,0.49,8,ALL TEAMS,MIL
6283,Alex Tosi,0.49,8,ALL TEAMS,CLE
6284,David Arrieta,0.49,1,ALL TEAMS,LAD
6285,Toby Basner,0.49,4,ALL TEAMS,SD
6286,John Bacon,0.49,7,ALL TEAMS,TOR
6287,Phil Cuzzi,0.5,23,ALL TEAMS,SF
6288,Tony Randazzo,0.5,14,ALL TEAMS,ATH
6289,Paul Nauert,0.5,8,ALL TEAMS,COL
6290,Tim Welke,0.5,2,ALL TEAMS,TOR
6291,Jonathan Parra,0.51,1,ALL TEAMS,MIL
6292,Jonathan Parra,0.51,1,ALL TEAMS,KC
6293,Jim Joyce,0.51,3,ALL TEAMS,MIL
6294,Dale Scott,0.51,3,ALL TEAMS,NYY
6295,Steven Jaschinski,0.51,1,ALL TEAMS,WSH
6296,James Hoye,0.51,9,ALL TEAMS,COL
6297,Tom Woodring,0.51,12,ALL TEAMS,SD
6298,Mark Ripperger,0.52,23,ALL TEAMS,SF
6299,Jonathan Parra,0.52,2,ALL TEAMS,CWS
6300,Alex Tosi,0.53,6,ALL TEAMS,ATH
6301,Stu Scheurwater,0.53,17,ALL TEAMS,TEX
6302,Edwin Jimenez,0.53,5,ALL TEAMS,HOU
6303,Malachi Moore,0.53,9,ALL TEAMS,ATH
6304,Paul Nauert,0.53,4,ALL TEAMS,MIL
6305,Austin Jones,0.53,1,ALL TEAMS,ATH
6306,Gary Cederstrom,0.53,11,ALL TEAMS,NYY
6307,Lance Barrett,0.53,22,ALL TEAMS,NYY
6308,Paul Schrieber,0.53,1,ALL TEAMS,SF
6309,Bob Davidson,0.53,3,ALL TEAMS,NYM
6310,Jim Reynolds,0.53,17,ALL TEAMS,LAA
6311,Alex Tosi,0.53,11,ALL TEAMS,ATL
6312,Derek Thomas,0.54,9,ALL TEAMS,CIN
6313,Erich Bacchus,0.54,10,ALL TEAMS,BAL
6314,Willie Traynor,0.54,2,ALL TEAMS,CLE
6315,Jose Navas,0.54,2,ALL TEAMS,NYY
6316,Toby Basner,0.54,2,ALL TEAMS,AZ
6317,Jacob Metz,0.54,3,ALL TEAMS,STL
6318,Alan Porter,0.54,20,ALL TEAMS,PHI
6319,Tom Hanahan,0.54,7,ALL TEAMS,STL
6320,Jim Joyce,0.55,3,ALL TEAMS,HOU
6321,Kerwin Danley,0.55,13,ALL TEAMS,SF
6322,Andy Fletcher,0.55,27,ALL TEAMS,BOS
6323,John Libka,0.55,14,ALL TEAMS,KC
6324,Chad Whitson,0.55,15,ALL TEAMS,PHI
6325,Paul Clemons,0.55,6,ALL TEAMS,TB
6326,Dana DeMuth,0.55,7,ALL TEAMS,CLE
6327,Bill Miller,0.55,29,ALL TEAMS,AZ
6328,Shane Livensparger,0.55,13,ALL TEAMS,DET
6329,Chris Guccione,0.55,19,ALL TEAMS,PHI
6330,Charlie Ramos,0.55,3,ALL TEAMS,LAD
6331,Rob Drake,0.55,12,ALL TEAMS,STL
6332,Jim Reynolds,0.55,11,ALL TEAMS,PIT
6333,Mike DiMuro,0.56,3,ALL TEAMS,DET
6334,Randy Rosenberg,0.56,1,ALL TEAMS,MIN
6335,Mike DiMuro,0.56,6,ALL TEAMS,PHI
6336,Mike Estabrook,0.56,18,ALL TEAMS,TOR
6337,Kerwin Danley,0.56,7,ALL TEAMS,BOS
6338,John Bacon,0.56,9,ALL TEAMS,WSH
6339,Nate Tomlinson,0.57,10,ALL TEAMS,COL
6340,Chris Guccione,0.57,17,ALL TEAMS,CLE
6341,Jeff Nelson,0.57,18,ALL TEAMS,LAA
6342,Paul Emmel,0.57,9,ALL TEAMS,ATL
6343,Phil Cuzzi,0.57,22,ALL TEAMS,LAA
6344,Alfonso Marquez,0.57,18,ALL TEAMS,STL
6345,Charlie Ramos,0.57,4,ALL TEAMS,SEA
6346,Brian Gorman,0.57,6,ALL TEAMS,TEX
6347,Jansen Visconti,0.57,12,ALL TEAMS,AZ
6348,Lance Barksdale,0.58,16,ALL TEAMS,CWS
6349,Nick Mahrley,0.58,12,ALL TEAMS,TOR
6350,Hunter Wendelstedt,0.58,19,ALL TEAMS,MIN
6351,Mike DiMuro,0.58,5,ALL TEAMS,MIL
6352,Dan Merzel,0.58,9,ALL TEAMS,KC
6353,Paul Clemons,0.58,4,ALL TEAMS,NYY
6354,Scott Barry,0.58,14,ALL TEAMS,CWS
6355,Paul Clemons,0.59,6,ALL TEAMS,PIT
6356,Ryan Wills,0.59,10,ALL TEAMS,WSH
6357,Roberto Ortiz,0.59,18,ALL TEAMS,DET
